Index,X,Y,Width,Height,Rank
8041,1617,711,143,16,0.899775906
8042,1036,707,120,158,0.793003157
8043,514,503,162,177,0.566361754
8044,312,158,28,72,0.07658622
8045,744,344,40,120,0.917192971
8046,1427,68,56,180,0.018929434
8047,267,501,75,53,0.25543882
8048,289,741,105,39,0.985271957
8049,467,930,112,186,0.903929854
8050,319,998,28,100,0.173838526
8051,1716,957,37,93,0.095539381
8052,463,379,24,18,0.256123468
8053,201,127,198,168,0.517237083
8054,310,984,46,96,0.562070773
8055,1156,146,199,76,0.088985561
8056,1537,589,115,38,0.307770984
8057,1752,481,10,86,0.399319616
8058,1180,305,56,102,0.856065315
8059,425,151,191,55,0.426753196
8060,1027,340,184,104,0.103399476
8061,1369,703,47,105,0.860815901
8062,904,702,172,118,0.605994906
8063,1001,398,44,175,0.068239821
8064,825,321,75,113,0.548284496
8065,1641,209,181,169,0.955759204
8066,189,756,64,186,0.423287546
8067,133,525,127,189,0.728573593
8068,86,832,192,12,0.041702704
8069,1790,261,123,182,0.724373975
8070,1569,914,125,117,0.805103261
8071,291,771,67,153,0.855332012
8072,218,361,74,17,0.772727344
8073,546,336,82,78,0.778477817
8074,1281,561,57,11,0.939067794
8075,159,466,186,149,0.928094071
8076,1596,78,118,176,0.282302205
8077,180,819,172,141,0.231826685
8078,1722,238,18,112,0.037114612
8079,645,757,146,42,0.912568588
8080,838,526,61,62,0.221826022
8081,1486,222,74,192,0.175330827
8082,1693,388,35,151,0.60884084
8083,499,307,24,47,0.477574479
8084,1541,244,48,75,0.908574182
8085,1669,762,81,95,0.65966751
8086,1056,837,126,125,0.205470817
8087,1519,797,142,80,0.991239968
8088,962,266,131,114,0.68540893
8089,1294,425,153,101,0.863493783
8090,826,897,28,27,0.616938558
8091,598,900,197,34,0.744840603
8092,914,887,157,38,0.296649982
8093,1370,88,20,141,0.034649839
8094,1246,894,143,139,0.618053185
8095,943,855,89,173,0.620735859
8096,784,888,13,94,0.804364208
8097,1203,593,55,57,0.800360263
8098,1018,363,143,122,0.127646934
8099,1479,654,39,154,0.141691502
8100,263,811,170,68,0.584821392
8101,475,971,178,18,0.146504488
8102,733,658,89,115,0.658307237
8103,970,936,96,31,0.249273171
8104,741,631,172,166,0.826595299
8105,285,717,192,37,0.64747406
8106,1162,983,124,196,0.929137225
8107,177,594,195,135,0.950479885
8108,1552,931,170,151,0.46552702
8109,376,983,48,42,0.367310331
8110,917,614,91,13,0.139244141
8111,703,420,37,44,0.100293662
8112,140,337,63,194,0.528445058
8113,1383,876,47,135,0.383563508
8114,1250,53,40,142,0.456976767
8115,84,127,178,51,0.809744721
8116,1396,582,168,59,0.579653403
8117,1567,756,90,158,0.061217308
8118,499,221,118,124,0.964682195
8119,260,653,84,15,0.819072058
8120,332,906,174,14,0.454213258
8121,1591,139,122,21,0.99829869
8122,275,816,60,147,0.488729838
8123,87,923,56,165,0.296742214
8124,1706,70,125,107,0.316828437
8125,137,708,162,185,0.487125838
8126,1579,628,10,155,0.394032799
8127,1050,881,142,158,0.515957191
8128,709,71,197,152,0.096477667
8129,122,943,150,37,0.666071044
8130,977,857,118,193,0.011237157
8131,227,51,92,86,0.883685482
8132,1414,652,140,42,0.496670258
8133,843,887,186,23,0.004737656
8134,185,586,39,19,0.813240267
8135,1422,295,166,156,0.203365547
8136,473,312,34,187,0.579669425
8137,1777,473,172,115,0.269736094
8138,1684,565,124,53,0.902447135
8139,782,525,12,43,0.643828271
8140,594,946,22,76,0.224551822
8141,408,350,133,112,0.615536754
8142,1777,115,21,23,0.309020298
8143,1245,653,157,85,0.355009906
8144,892,813,116,185,0.903537527
8145,1137,815,178,127,0.812802893
8146,1032,768,79,61,0.645986087
8147,785,835,148,147,0.79171941
8148,896,630,195,183,0.052526752
8149,1742,326,39,165,0.510391704
8150,967,826,67,93,0.038752777
8151,1746,459,81,39,0.918183785
8152,835,189,11,11,0.683748531
8153,1735,82,128,90,0.659401953
8154,1733,376,130,19,0.361119674
8155,1557,402,48,57,0.280842823
8156,1313,800,143,87,0.375239231
8157,1201,607,172,22,0.642493187
8158,191,701,24,38,0.489553386
8159,1137,903,39,37,0.287786054
8160,887,284,94,192,0.922303469
8161,200,859,46,23,0.394662982
8162,1753,221,50,87,0.461481943
8163,221,518,152,135,0.923942953
8164,352,412,21,136,0.124627875
8165,559,329,56,64,0.286968451
8166,119,908,148,95,0.632717856
8167,1760,996,69,188,0.139550084
8168,494,311,17,124,0.64929636
8169,204,350,133,65,0.52232503
8170,497,607,173,133,0.723755267
8171,1256,341,73,146,0.960533887
8172,1727,699,22,126,0.718393707
8173,1379,699,96,165,0.546478408
8174,974,664,21,44,0.574204657
8175,131,862,114,196,0.965355774
8176,121,118,181,88,0.718182257
8177,598,636,178,126,0.100937002
8178,65,108,119,152,0.042065638
8179,493,739,72,189,0.355176903
8180,713,991,92,151,0.399385336
8181,1764,307,71,83,0.650572014
8182,1379,56,53,45,0.522157922
8183,1047,304,132,142,0.237596347
8184,844,109,191,190,0.136558669
8185,1164,439,38,84,0.816655525
8186,1430,984,185,103,0.503519373
8187,702,938,172,144,0.921313714
8188,372,243,18,152,0.883539984
8189,1467,241,23,29,0.112729243
8190,300,922,120,78,0.420811414
8191,631,776,143,110,0.438341119
8192,688,152,48,128,0.822793062
8193,1133,207,62,126,0.014415527
8194,753,770,117,34,0.810671827
8195,1410,367,89,125,0.667623025
8196,340,110,188,43,0.830497238
8197,648,825,137,40,0.346128576
8198,355,878,126,103,0.489085333
8199,1320,309,86,147,0.954711087
8200,1722,587,177,197,0.119609224
8201,1444,965,91,96,0.771092546
8202,1119,360,137,64,0.092702607
8203,1198,362,169,172,0.211134775
8204,260,867,81,182,0.561028779
8205,1788,216,177,174,0.838978577
8206,1453,260,174,160,0.558649066
8207,389,146,175,199,0.146424359
8208,1522,83,107,191,0.728365683
8209,1090,360,28,183,0.489203961
8210,827,613,48,197,0.664575645
8211,1460,940,131,84,0.720029872
8212,81,475,142,69,0.945832648
8213,1192,72,111,30,0.71930381
8214,241,108,77,22,0.878828129
8215,1192,682,183,138,0.827219654
8216,1072,271,28,58,0.536249642
8217,243,127,96,93,0.796843452
8218,357,876,159,179,0.916636898
8219,857,825,56,15,0.754350542
8220,779,68,131,86,0.19349377
8221,1276,124,45,19,0.268699792
8222,921,283,95,121,0.803462925
8223,455,417,175,87,0.489699998
8224,1785,155,79,56,0.204571217
8225,1267,201,21,121,0.105752962
8226,199,959,54,114,0.957399975
8227,1247,572,193,57,0.801342089
8228,103,987,11,179,0.006643858
8229,1486,971,67,39,0.428563978
8230,1152,368,175,11,0.483229743
8231,1110,361,144,121,0.986773604
8232,1239,890,178,115,0.221268113
8233,1654,524,152,108,0.162397909
8234,764,511,177,114,0.475242877
8235,1412,147,186,149,0.137560223
8236,1189,519,170,96,0.174296551
8237,1796,768,82,123,0.442013082
8238,359,417,126,34,0.229033777
8239,974,533,46,42,0.026428492
8240,630,331,185,42,0.793845389
8241,958,637,104,42,0.864473417
8242,1340,188,177,130,0.346701968
8243,1414,995,144,106,0.676191054
8244,1441,122,120,168,0.463380236
8245,481,532,85,58,0.331450287
8246,622,644,192,124,0.334247429
8247,1293,386,194,148,0.078171589
8248,929,701,94,185,0.195972302
8249,1754,986,169,133,0.38953232
8250,792,699,194,189,0.281135255
8251,1436,122,99,111,0.772748498
8252,1173,185,178,117,0.858905765
8253,276,536,97,70,0.746722563
8254,829,644,67,192,0.842612736
8255,321,553,177,85,0.958142021
8256,227,786,113,30,0.602728277
8257,1531,65,63,44,0.328156094
8258,886,95,105,51,0.504468878
8259,1785,758,14,79,0.793131917
8260,1018,650,51,103,0.605329171
8261,1149,387,74,41,0.99105057
8262,127,204,158,141,0.365785407
8263,1682,338,137,58,0.38268971
8264,1060,438,187,198,0.454577707
8265,1104,751,188,88,0.960922421
8266,590,431,61,179,0.875610836
8267,1737,707,128,125,0.233706671
8268,438,63,34,44,0.650626603
8269,297,416,90,151,0.832234814
8270,427,861,115,30,0.864688052
8271,918,141,94,32,0.858317527
8272,656,495,115,188,0.638475655
8273,1066,140,126,44,0.242155907
8274,460,535,168,192,0.921502423
8275,978,587,169,51,0.8543542
8276,291,768,135,56,0.170892583
8277,205,932,58,52,0.582385313
8278,1734,916,48,73,0.112500271
8279,954,274,186,97,0.04345149
8280,589,273,34,69,0.793099384
8281,1395,236,194,63,0.291101426
8282,1768,532,166,85,0.235802692
8283,542,436,128,99,0.481476041
8284,810,600,15,87,0.43441111
8285,801,545,61,156,0.480731684
8286,658,53,136,131,0.352490973
8287,1113,667,12,117,0.300190266
8288,597,656,140,33,0.317413135
8289,992,78,85,46,0.679211922
8290,1196,410,48,194,0.490153795
8291,620,395,61,70,0.913968775
8292,710,943,61,168,0.716593486
8293,629,561,149,164,0.921927534
8294,1791,181,198,112,0.763122769
8295,186,900,74,168,0.941140997
8296,248,785,126,60,0.32153042
8297,512,303,197,142,0.931558462
8298,887,640,127,130,0.600168924
8299,721,235,200,89,0.516518362
8300,1139,532,199,19,0.578965825
8301,760,509,110,71,0.240297585
8302,886,124,34,82,0.19601276
8303,879,911,148,24,0.802816108
8304,562,237,94,39,0.605051784
8305,1069,869,185,113,0.987369972
8306,1312,586,97,63,0.289903092
8307,279,680,91,22,0.645779909
8308,218,385,152,53,0.256648897
8309,1165,679,34,39,0.910222889
8310,1591,863,34,20,0.806686278
8311,698,735,134,195,0.824508128
8312,748,491,82,78,0.240891883
8313,662,601,23,192,0.867774331
8314,247,814,132,76,0.74583157
8315,642,67,115,103,0.027044548
8316,285,789,121,133,0.24015041
8317,770,544,187,189,0.614570112
8318,498,861,87,161,0.588026703
8319,1196,830,153,178,0.437967021
8320,687,258,105,50,0.734918712
8321,436,507,196,87,0.398428782
8322,1659,284,135,58,0.723776268
8323,1052,245,84,163,0.152893426
8324,448,984,193,40,0.509503567
8325,1181,685,158,119,0.622921991
8326,1033,978,147,104,0.527810162
8327,1286,256,64,43,0.487641031
8328,1773,220,161,183,0.898346931
8329,96,145,104,29,0.129565614
8330,814,955,94,172,0.001487309
8331,1736,619,44,43,0.156224672
8332,746,106,15,37,0.85214931
8333,1261,481,87,175,0.018635431
8334,1794,728,118,190,0.627783726
8335,269,978,23,182,0.652268059
8336,1397,828,72,109,0.761551731
8337,364,710,41,39,0.68355244
8338,1077,926,49,26,0.506988147
8339,873,221,154,34,0.549511173
8340,413,893,10,82,0.347259674
8341,610,977,65,161,0.920635643
8342,305,243,156,69,0.462827762
8343,984,784,69,47,0.585661687
8344,1365,96,161,148,0.184738511
8345,1403,820,92,36,0.841614781
8346,521,582,165,30,0.23451584
8347,1272,263,41,191,0.791573733
8348,366,198,92,114,0.303653339
8349,446,677,63,186,0.891752961
8350,643,663,184,136,0.498931153
8351,869,85,101,43,0.891983591
8352,90,68,10,182,0.863626529
8353,1576,547,129,200,0.998459829
8354,406,467,89,153,0.338640451
8355,94,811,81,186,0.873365296
8356,681,924,43,13,0.133644214
8357,1489,820,122,195,0.935212133
8358,1521,911,95,68,0.142229247
8359,779,979,133,72,0.885013417
8360,1559,613,46,168,0.442957942
8361,1653,357,180,67,0.732649741
8362,1703,798,84,115,0.156718172
8363,611,543,101,32,0.841564519
8364,1682,925,50,45,0.173190584
8365,555,909,146,93,0.443118359
8366,427,333,163,73,0.34127749
8367,1041,67,176,73,0.094449307
8368,1490,922,34,137,0.774494146
8369,1361,286,185,62,0.257670081
8370,932,332,95,30,0.006820843
8371,1032,749,56,134,0.472752548
8372,895,88,182,80,0.455742765
8373,1212,734,40,79,0.903940703
8374,859,883,132,96,0.029683042
8375,696,704,100,14,0.19823067
8376,568,595,115,13,0.700541298
8377,1396,565,185,160,0.515857806
8378,158,484,136,14,0.38638499
8379,848,457,66,115,0.911902503
8380,1631,807,184,46,0.840420184
8381,1153,293,161,178,0.019818435
8382,1640,67,176,17,0.549064625
8383,336,431,86,83,0.368982171
8384,249,727,59,66,0.391044025
8385,1519,530,97,163,0.630630009
8386,893,101,161,54,0.120318112
8387,1590,79,164,70,0.043165541
8388,240,658,141,69,0.160109624
8389,503,618,195,76,0.655679305
8390,894,695,186,121,0.780779317
8391,1623,111,199,116,0.786681075
8392,1177,913,178,144,0.779817626
8393,465,736,143,128,0.976829338
8394,1494,895,158,45,0.885828938
8395,280,632,200,121,0.557779927
8396,758,947,49,99,0.035679441
8397,878,912,108,20,0.804822164
8398,1467,724,98,132,0.407466024
8399,1594,521,127,182,0.541801756
8400,642,825,62,23,0.91723046
8401,1570,520,160,157,0.10535222
8402,1737,416,160,108,0.512709451
8403,815,198,96,75,0.877755993
8404,1340,275,80,71,0.873188466
8405,665,825,197,64,0.343284376
8406,1241,507,135,13,0.618168554
8407,1175,550,152,150,0.00876109
8408,1243,248,155,106,0.767860465
8409,1714,880,28,169,0.629740206
8410,1105,426,146,110,0.693905969
8411,926,131,160,19,0.467721444
8412,941,218,159,43,0.069848282
8413,1764,86,48,39,0.674865245
8414,1661,811,113,27,0.346795124
8415,1102,717,37,191,0.485966056
8416,1320,603,149,83,0.125910289
8417,875,453,181,124,0.731052444
8418,1707,698,85,190,0.069296393
8419,1527,69,114,98,0.664661857
8420,1621,724,42,159,0.686206322
8421,1068,162,12,180,0.716439112
8422,813,939,33,53,0.101948035
8423,1390,948,26,83,0.262819097
8424,293,763,35,155,0.845771798
8425,1524,925,14,15,0.553479211
8426,1228,64,21,83,0.3979139
8427,431,710,53,165,0.583816297
8428,950,333,151,54,0.317203097
8429,1268,300,150,94,0.133068476
8430,405,450,98,85,0.956153401
8431,761,369,190,63,0.395979867
8432,1515,974,116,155,0.078663392
8433,1588,667,51,112,0.856370303
8434,882,490,143,18,0.410526831
8435,1197,773,124,197,0.610464582
8436,242,682,26,166,0.713729784
8437,1534,112,148,32,0.665542952
8438,121,638,138,24,0.961583986
8439,1333,816,25,149,0.244834641
8440,372,194,156,130,0.270886335
8441,586,50,121,63,0.248926375
8442,252,988,112,161,0.93577555
8443,719,844,90,193,0.438706406
8444,1142,618,123,12,0.760759723
8445,1433,201,68,66,0.711556827
8446,834,465,87,50,0.853892523
8447,772,648,196,105,0.653856058
8448,1039,163,174,32,0.10099711
8449,114,471,64,178,0.703887804
8450,1192,957,195,161,0.342658182
8451,210,353,196,187,0.330112206
8452,801,448,34,170,0.309668728
8453,1531,373,28,153,0.628692517
8454,1451,566,197,174,0.987732272
8455,256,392,105,149,0.369397735
8456,503,382,18,127,0.514540371
8457,1119,777,70,101,0.780729689
8458,685,296,62,127,0.697792253
8459,1613,609,175,104,0.969907026
8460,425,281,71,37,0.531322851
8461,366,869,32,50,0.926428059
8462,382,468,68,17,0.387179663
8463,674,679,98,198,0.062898878
8464,293,874,85,198,0.100525139
8465,1783,988,52,94,0.520983339
8466,50,265,29,199,0.614257611
8467,1113,562,142,11,0.167072719
8468,1121,978,125,47,0.309323285
8469,1340,60,143,86,0.074706849
8470,901,442,165,137,0.103034273
8471,782,382,44,196,0.073585396
8472,1038,701,122,142,0.862127454
8473,1602,123,129,140,0.765405208
8474,1319,855,128,67,0.998649863
8475,1283,534,26,136,0.285513866
8476,150,276,153,189,0.698777364
8477,1460,895,76,130,0.731354589
8478,1319,506,179,92,0.747717216
8479,582,767,121,87,0.706139682
8480,869,733,186,44,0.226358127
8481,1354,104,145,25,0.51185149
8482,857,65,12,198,0.252147571
8483,1241,601,14,198,0.652979077
8484,974,310,147,185,0.54774857
8485,664,54,13,77,0.44841908
8486,351,682,88,20,0.006071541
8487,1504,158,52,130,0.99614155
8488,794,582,68,61,0.744438044
8489,647,961,88,92,0.246482045
8490,825,333,167,48,0.394796688
8491,635,372,25,73,0.279571356
8492,1698,280,199,194,0.898475731
8493,740,58,113,161,0.919980473
8494,348,947,78,159,0.921547373
8495,1334,961,121,29,0.081660647
8496,215,847,164,99,0.94190012
8497,1277,904,29,106,0.225014747
8498,1105,1000,160,65,0.030455332
8499,1577,191,161,98,0.964238954
8500,863,618,92,15,0.70711326
8501,1205,685,18,102,0.062148022
8502,388,725,111,97,0.618840656
8503,862,620,180,182,0.275477042
8504,513,578,187,36,0.159901369
8505,1612,280,22,103,0.345003889
8506,1744,671,134,62,0.020288578
8507,1290,844,55,32,0.250260762
8508,177,279,193,143,0.346208298
8509,551,763,197,19,0.417989517
8510,727,906,59,100,0.800986741
8511,515,638,19,192,0.329711817
8512,1131,876,110,175,0.28849251
8513,1073,669,175,197,0.212217416
8514,1430,776,130,90,0.807103768
8515,1631,120,80,29,0.398380171
8516,978,859,200,32,0.735531274
8517,1114,779,61,125,0.822938436
8518,1323,715,115,45,0.193536275
8519,1572,77,188,126,0.024111896
8520,811,727,85,21,0.918862965
8521,1171,420,21,28,0.419572389
8522,658,728,39,200,0.003778894
8523,1104,298,185,89,0.78258239
8524,296,564,39,45,0.78803234
8525,1518,523,124,108,0.163339659
8526,311,757,131,135,0.886098867
8527,791,970,98,168,0.978837443
8528,1096,913,83,128,0.703120763
8529,1062,375,80,95,0.745579643
8530,1618,398,193,30,0.152501615
8531,1149,58,117,67,0.953160956
8532,1621,693,69,75,0.938646621
8533,1405,860,166,19,0.990759981
8534,1343,269,199,153,0.364863297
8535,1165,967,86,44,0.874481156
8536,1800,396,175,74,0.166240857
8537,357,426,16,190,0.096210606
8538,1269,848,122,35,0.486597018
8539,104,513,158,115,0.49256525
8540,920,570,64,106,0.279866448
8541,66,592,106,28,0.340865764
8542,491,277,169,163,0.381488318
8543,981,970,76,152,0.651174159
8544,458,364,99,134,0.577170142
8545,1767,230,152,64,7.04E-05
8546,108,935,111,132,0.210744036
8547,1553,385,181,193,0.597580559
8548,173,891,182,157,0.417189991
8549,572,576,13,70,0.582510563
8550,510,969,36,93,0.383977582
8551,81,120,11,127,0.231524567
8552,1267,290,16,11,0.841264047
8553,1409,795,175,34,0.184066377
8554,1419,231,83,153,0.951095908
8555,1404,133,102,175,0.938870694
8556,1346,172,10,147,0.587171473
8557,1766,72,73,19,0.340988856
8558,1774,998,61,22,0.052964993
8559,1793,347,149,84,0.992615321
8560,1695,913,109,60,0.981359183
8561,1523,567,64,125,0.759207882
8562,921,876,132,48,0.587356966
8563,1322,857,108,104,0.517236496
8564,669,448,81,38,0.764458879
8565,1753,392,135,193,0.751567217
8566,1282,323,134,164,0.108274363
8567,946,863,178,30,0.934927043
8568,232,582,11,55,0.777113166
8569,1017,970,71,97,0.741967521
8570,1419,849,119,42,0.841636908
8571,1445,434,157,13,0.868344627
8572,1032,836,197,176,0.432441561
8573,1635,252,13,22,0.461833185
8574,1480,241,104,34,0.092240798
8575,751,950,53,56,0.39282113
8576,1157,910,83,119,0.633691418
8577,1238,223,14,83,0.561046225
8578,453,378,72,148,0.170001314
8579,1119,553,117,60,0.577965689
8580,746,202,19,152,0.145064258
8581,1529,651,198,80,0.872635149
8582,635,942,17,155,0.762536093
8583,1360,749,78,130,0.820359663
8584,955,216,15,122,0.573772095
8585,1022,556,54,155,0.228064223
8586,495,787,147,178,0.900517253
8587,1578,994,153,160,0.661817592
8588,1678,362,198,119,0.6071356
8589,1596,777,152,118,0.537282446
8590,1008,835,97,13,0.147524071
8591,1391,582,42,147,0.5001219
8592,1779,906,147,135,0.584849201
8593,1011,166,17,23,0.18770717
8594,1482,846,151,97,0.503882427
8595,750,528,167,151,0.92137092
8596,945,818,137,42,0.931901484
8597,1230,479,153,18,0.651232332
8598,952,116,139,129,0.97285621
8599,1206,722,34,124,0.550768923
8600,54,77,166,30,0.163725873
8601,52,180,28,110,0.098773016
8602,660,98,170,161,0.426673086
8603,153,850,71,89,0.088632883
8604,1763,995,184,110,0.471448035
8605,958,529,177,190,0.945651139
8606,85,190,81,125,0.037367147
8607,451,668,157,74,0.882108136
8608,728,600,100,92,0.658242926
8609,689,921,159,195,0.497777546
8610,1437,530,116,22,0.56596979
8611,1735,127,110,145,0.896569971
8612,874,634,33,138,0.540999975
8613,1115,744,69,200,0.816282358
8614,656,421,156,198,0.834355966
8615,564,881,135,157,0.422225216
8616,1441,102,160,11,0.551040962
8617,415,286,99,127,0.166617006
8618,559,786,174,114,0.473250004
8619,551,237,134,43,0.124530247
8620,939,463,178,78,0.797321216
8621,935,806,47,54,0.49089152
8622,518,741,36,190,0.037945702
8623,960,415,199,12,0.957750686
8624,597,322,166,41,0.211097201
8625,412,91,200,120,0.918235271
8626,550,679,156,157,0.216425621
8627,1408,417,110,87,0.895194722
8628,227,451,17,76,0.320731349
8629,1522,164,108,177,0.177853767
8630,1306,279,148,198,0.924506248
8631,233,955,49,12,0.131490132
8632,1698,462,139,107,0.325693329
